radius_mean,area_mean
0.00719312275089964,0.40023990403838466
0.008224710115953618,0.5301879248300679
0.007872850859656139,0.48100759696121553
0.0045661735305877645,0.1543782487005198
0.008112754898040784,0.51859256297481
0.004978008796481407,0.19076369452219114
0.007297081167532987,0.41583366653338666
0.005481807277089165,0.23106757297081168
0.005197920831667333,0.2078368652538984
0.004982007197121152,0.19028388644542182
0.0064054378248700515,0.31899240303878446
0.006309476209516193,0.3122750899640144
0.007664934026389445,0.4490203918432627
0.0063374650139944025,0.3129548180727709
0.005489804078368653,0.23122750899640143
0.005813674530187924,0.2634146341463414
0.005869652139144342,0.2736905237904838
0.0064494202319072364,0.3193922431027589
0.007920831667333067,0.5037984806077569
0.005413834466213514,0.22642942822870848
0.005229908036785286,0.20791683326669333
0.0038000799680127945,0.10951619352259095
0.006133546581367453,0.2816473410635746
0.008460615753698521,0.5613754498200719
0.00665733706517393,0.36169532187125153
0.006853258696521392,0.3649340263894442
0.005829668132746902,0.2578168732506997
0.007441023590563774,0.4374250299880048
0.006117552978808477,0.29284286285485805
0.007025189924030388,0.3818872451019592
0.0074490203918432625,0.43502598960415834
0.004734106357457017,0.17616953218712517
0.006805277888844462,0.35957616953218713
0.007704918032786885,0.4646141543382647
0.0064494202319072364,0.322750899640144
0.006693322670931627,0.3476609356257497
0.005697720911635346,0.25309876049580166
0.005209916033586565,0.20943622550979607
0.005993602558976409,0.27940823670531784
0.00538984406237505,0.22359056377449021
0.0053738504598160736,0.22510995601759295
0.004378248700519792,0.14838064774090365
0.007624950019992003,0.4414234306277489
0.005309876049580168,0.21799280287884848
0.005265893642542983,0.21251499400239904
0.00745701719312275,0.4302279088364654
0.003277089164334266,0.08072770891643342
0.005265893642542983,0.21375449820071973
0.0048180727708916436,0.17964814074370253
0.005393842463014794,0.22431027588964414
0.004702119152339064,0.17109156337465012
0.005453818472610956,0.22862854858056775
0.004774090363854458,0.17497001199520193
0.007285085965613754,0.41303478608556576
0.006037584966013594,0.28500599760095957
0.004606157536985206,0.1635345861655338
0.007680927628948421,0.4606157536985206
0.005881647341063575,0.26265493802479006
0.005217912834866054,0.2107956817273091
0.0034458216713314674,0.0897640943622551
0.004066373450619752,0.12471011595361854
0.0034378248700519796,0.0886845261895242
0.005697720911635346,0.25817672930827673
0.003667732906837265,0.10431827269092363
0.005069972011195522,0.1995201919232307
0.005909636145541783,0.26721311475409837
0.003784486205517793,0.10771691323470611
0.0045221911235505795,0.1575769692123151
0.0036101559376249498,0.10015993602558976
0.005109956017592962,0.20091963214714115
0.00757297081167533,0.45181927229108354
0.0035537784886045583,0.0975609756097561
